TT_b1,Exp,0.264
TT_b2,Exp,0.261
TT_b3,Exp,0.135
TT_b4,Exp,0.254
TT_b5,Exp,0.537
TT_b6,Exp,0.547

TL_b1,Exp,0.362
TL_b2,Exp,0.386
TL_b3,Exp,0.403
TL_b4,Exp,0.374
TL_b5,Exp,0.162
TL_b6,Exp,0.17

LT_b1,Exp,0.217
LT_b2,Exp,0.397
LT_b3,Pow,1.02
LT_b4,Exp,1.26
LT_b5,Exp,1.38
LT_b6,Exp,0.476

LL_b1,Exp,4.69
LL_b2,Exp,1.43
LL_b3,ExpPoly2,3.93
LL_b4,ExpPoly2,2.31
LL_b5,Exp,5.49
LL_b6,Exp,5.05
